img_num,prediction type,scribbles mode,scribbles bin,suffix,class_1_pix_gt,class_2_pix_gt,pix_labelled,class_1_pix_labelled,class_2_pix_labelled,pix_in_img,perc. labelled,accuracy,image,ground truth,scribbles,prediction
2,ilastik,all,0.25,a,115332,80764,480,283,197,196096,0.2447780678851175,0.9413756527415144,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_scribbles_all_00250_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ilastik_all_00250_a.png
2,convpaint,all,0.5,a,115332,80764,959,567,392,196096,0.48904618146214096,0.954053116840731,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_scribbles_all_00500_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_convpaint_all_00500_a.png
2,ilastik,all,0.5,a,115332,80764,959,567,392,196096,0.48904618146214096,0.952273376305483,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_scribbles_all_00500_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ilastik_all_00500_a.png
2,convpaint,all,1.0,a,115332,80764,1915,1136,779,196096,0.9765625,0.9606111292428199,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_scribbles_all_01000_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_convpaint_all_01000_a.png
2,ilastik,all,1.0,a,115332,80764,1915,1136,779,196096,0.9765625,0.9576023988250653,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_scribbles_all_01000_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/002_ilastik_all_01000_a.png
3,convpaint,all,0.01,a,124721,71375,16,10,6,196096,0.008159268929503917,0.6664643847911227,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00010_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00010_a.png
3,ilastik,all,0.01,a,124721,71375,16,10,6,196096,0.008159268929503917,0.9231651843994778,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00010_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00010_a.png
3,convpaint,all,0.025,a,124721,71375,38,24,14,196096,0.0193782637075718,0.8629446801566579,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00025_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00025_a.png
3,ilastik,all,0.025,a,124721,71375,38,24,14,196096,0.0193782637075718,0.8483446883159269,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00025_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00025_a.png
3,convpaint,all,0.05,a,124721,71375,81,51,30,196096,0.04130629895561358,0.9126397274804178,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00050_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00050_a.png
3,ilastik,all,0.05,a,124721,71375,81,51,30,196096,0.04130629895561358,0.8177678280026109,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00050_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00050_a.png
