img_num,prediction type,scribbles mode,scribbles bin,suffix,max_class_pix_gt,min_class_pix_gt,pix_labelled,max_class_pix_labelled,min_class_pix_labelled,pix_in_img,perc. labelled,accuracy,scribbles,prediction
8,convpaint_l-0_s-1-2,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.8536401865433674,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2_all_00300_w3.png
8,convpaint_l-0_s-1-2-4,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.8026347257653061,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2-4_all_00300_w3.png
8,convpaint_l-0_s-1-2-4-8,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.8271882971938775,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2-4-8_all_00300_w3.png
8,convpaint_l-0-2_s-1,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.7667560188137755,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1_all_00300_w3.png
8,convpaint_l-0-2_s-1-2,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.7427106584821429,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2_all_00300_w3.png
8,convpaint_l-0-2_s-1-2-4,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.7443748007015306,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2-4_all_00300_w3.png
8,convpaint_l-0-2_s-1-2-4-8,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.6833446269132653,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2-4-8_all_00300_w3.png
8,ilastik,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.694694674744898,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_ilastik_all_00300_w3.png
8,dino,all,0.3,w3,99419,12157,1908,198796,148,200704,0.9506536989795918,0.9166035554846939,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_dino_all_00300_w3.png
8,convpaint_l-0_s-1,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9192293128188775,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1_all_01500_w3.png
8,convpaint_l-0_s-1-2,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9150888871173469,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2_all_01500_w3.png
8,convpaint_l-0_s-1-2-4,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9070621412627551,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2-4_all_01500_w3.png
8,convpaint_l-0_s-1-2-4-8,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.8834054129464286,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0_s-1-2-4-8_all_01500_w3.png
8,convpaint_l-0-2_s-1,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9135542889030612,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1_all_01500_w3.png
8,convpaint_l-0-2_s-1-2,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9089205994897959,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2_all_01500_w3.png
8,convpaint_l-0-2_s-1-2-4,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.8977947624362245,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2-4_all_01500_w3.png
8,convpaint_l-0-2_s-1-2-4-8,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.8561961894132653,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_convpaint_l-0-2_s-1-2-4-8_all_01500_w3.png
8,ilastik,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.8375767299107143,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_ilastik_all_01500_w3.png
