img,prediction tag,prediction type,layers,scalings,t_features,t_pred,t_tot
0,convpaint_l-0_s-1,convpaint,0,1,0.054004669189453125,0.9960029125213623,1.208998441696167
0,convpaint_l-0_s-1-2,convpaint,0,1-2,0.09599876403808594,1.1890034675598145,1.6510109901428223
0,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.13399934768676758,1.2189438343048096,1.9104697704315186
0,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.16910409927368164,1.75380277633667,2.608804702758789
0,convpaint_l-0-2_s-1,convpaint,0-2,1,0.37655043601989746,1.5310382843017578,2.1825742721557617
0,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.5745244026184082,2.538055658340454,4.176062822341919
0,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.8517911434173584,3.8632707595825195,6.480325937271118
0,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.7571449279785156,4.809475421905518,8.307628631591797
0,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.9423410892486572,2.8920204639434814,4.675363779067993
0,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,1.0157737731933594,3.5166380405426025,6.378852128982544
0,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,1.0930862426757812,5.401519060134888,10.920068264007568
0,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,1.426999568939209,9.010951519012451,13.879151582717896
0,ilastik,classical filters,-,-,0.804002046585083,1.1430175304412842,1.9470195770263672
0,dino,DINOv2,-,-,3.236001491546631,0.6679999828338623,3.904001474380493
100,convpaint_l-0_s-1,convpaint,0,1,0.05198860168457031,1.2410693168640137,1.4680707454681396
100,convpaint_l-0_s-1-2,convpaint,0,1-2,0.0914618968963623,1.3895559310913086,1.8437895774841309
100,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.13157916069030762,1.228114128112793,1.865593433380127
100,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.15357255935668945,1.281975269317627,2.093045711517334
100,convpaint_l-0-2_s-1,convpaint,0-2,1,0.29809117317199707,1.2704737186431885,1.7961585521697998
100,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.41608333587646484,1.6271378993988037,2.7515676021575928
100,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.5256030559539795,1.8993475437164307,3.4429562091827393
100,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.6065881252288818,2.3245527744293213,4.262985944747925
100,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.5496418476104736,1.7574260234832764,3.020815849304199
100,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,0.9880013465881348,2.6039955615997314,5.025031089782715
100,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,0.9937107563018799,3.398033380508423,6.585805892944336
100,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,1.137937307357788,4.616260766983032,8.498250484466553
100,ilastik,classical filters,-,-,0.36699938774108887,0.6853859424591064,1.0523853302001953
100,dino,DINOv2,-,-,3.119062900543213,0.6094398498535156,3.7285027503967285
200,convpaint_l-0_s-1,convpaint,0,1,0.060713768005371094,2.107417583465576,2.3796956539154053
200,convpaint_l-0_s-1-2,convpaint,0,1-2,0.11000180244445801,2.470797538757324,3.099144697189331
200,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.17025971412658691,3.0080320835113525,3.94793963432312
200,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.19799518585205078,1.870948076248169,2.895866632461548
200,convpaint_l-0-2_s-1,convpaint,0-2,1,0.3754293918609619,1.9439806938171387,2.652928352355957
200,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.5472726821899414,2.3833115100860596,3.7923965454101562
200,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.6722996234893799,2.910804510116577,4.90929388999939
200,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.7392289638519287,3.025737762451172,5.623157739639282
200,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.7449991703033447,2.5443670749664307,4.378110647201538
200,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,1.0767238140106201,3.2811460494995117,6.116344451904297
200,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,1.318899393081665,4.312791585922241,8.096126317977905
200,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,1.5728027820587158,8.309007167816162,13.001756191253662
200,ilastik,classical filters,-,-,0.7455258369445801,1.4369874000549316,2.1825132369995117
200,dino,DINOv2,-,-,4.300516605377197,0.718395471572876,5.018912076950073
300,convpaint_l-0_s-1,convpaint,0,1,0.03200030326843262,2.0278563499450684,2.191856861114502
300,convpaint_l-0_s-1-2,convpaint,0,1-2,0.0599977970123291,2.174600839614868,2.5186026096343994
300,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.09073162078857422,1.6513636112213135,2.125126838684082
300,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.09115958213806152,1.7534351348876953,2.298429012298584
300,convpaint_l-0-2_s-1,convpaint,0-2,1,0.18282341957092285,1.7277698516845703,2.0921714305877686
300,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.2738687992095947,2.106170415878296,2.8254294395446777
300,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.3238394260406494,2.605576515197754,3.68879771232605
300,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.35578107833862305,2.78824782371521,4.2069878578186035
300,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.45648670196533203,2.699323892593384,3.9765920639038086
300,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,0.5263326168060303,3.0499796867370605,4.536015510559082
300,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,0.5988845825195312,2.743590831756592,4.725914239883423
300,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,0.7110717296600342,3.3425137996673584,5.851765394210815
300,ilastik,classical filters,-,-,0.22828412055969238,1.1205761432647705,1.348860263824463
